Manufacturer,Model,Price,Year,KMS
Tata,Nano,71000,2011,19257
Tata,Safari,485000,2011,70000
Tata,Nano,95000,2012,24000
Tata,Xenon Xt,725000,2015,20000
Tata,Indica V2,120000,2010,190000
Tata,Indica V2,195000,2012,95000
Tata,Indica V2,270000,2013,98000
Tata,Indica V2,390000,2015,48000
Tata,Indica V2,333000,2014,64000
Tata,Indica V2,270000,2013,94500
Tata,Indica V2,190000,2016,21000
Tata,Safari Storme,1050000,2014,24500
Tata,Indica V2,395000,2015,51000
Tata,Indica V2,225000,2012,120000
Tata,Indica V2,400000,2015,24381
Tata,Indica V2,310000,2014,85000
Tata,Indica V2,339999,2014,85000
Tata,Indica V2,325555,2014,87000
Tata,Indica V2,195000,2012,97000
Tata,Indica V2,430000,2015,14300
Tata,Safari,425000,2010,70
Tata,Indica Ev2,170000,2012,155000
Tata,Nano,88500,2012,37000
Tata,Indica Ev2,210000,2011,58000
Tata,Indica V2,230000,2016,22000
Tata,Indica V2,350000,2015,70000
Tata,Indica Ev2,190000,2011,190000
Tata,Nano,125000,2013,13869
Tata,Indica V2,130000,2010,290000
Tata,Zest,620000,2015,27000
Tata,Zest,600000,2015,27000
Tata,Indica Ev2,210000,2012,90000
Tata,Xenon Xt,625000,2013,35000
Tata,Indica V2,220000,2012,142000
Tata,Indica V2,125000,2010,138000
Tata,Indica V2,365000,2015,70000
Tata,Nano,180000,2014,11000
Tata,Aria,570000,2012,55000
Tata,Indica V2,225000,2012,75000
Tata,Zest,690000,2015,23500
Tata,Nano,85000,2012,35000
Tata,Nano,95000,2012,41532
Tata,Aria,450000,2013,69000
Tata,Nano,66000,2010,61000
Tata,Indica V2,440000,2016,12000
Tata,Indigo Ecs,235000,2012,2650
Tata,Indica V2,410000,2015,33953
Tata,Indica V2,135000,2010,1
Tata,Indica V2,135000,2010,92500
Tata,Nano,300000,2016,7000
Tata,Indica Ev2,400000,2015,60000
Tata,Indigo Ecs,455000,2014,38500
Tata,Indica V2,421000,2015,29500
Tata,Nano,125000,2013,49554
Tata,Indica V2,195000,2012,137000
Tata,Indica V2,400000,2015,62000
Tata,Sumo Gold,440000,2014,68200
Tata,Xenon Xt,480000,2013,51000
Tata,Safari,490000,2012,100000
Tata,Nano,160000,2014,10000
Tata,Indigo Ecs,250000,2011,130000
Tata,Venture,195000,2012,45000
Tata,Indigo Ecs,195000,2016,9700
Tata,Xenon Xt,600000,2013,74580
Tata,Indica V2,155000,2011,85350
Tata,Indica V2,155000,2011,85350
Tata,Nano,90000,2012,43200
Tata,Indica V2,155000,2011,95000
Tata,Indigo Ecs,220000,2011,196000
Tata,Indica V2,350000,2015,85000
Tata,Indica V2,310000,2014,117000
Tata,Indica V2,160000,2011,175000
Tata,Indica V2,175000,2011,135000
Tata,Nano,125000,2013,24000
Tata,Indica V2,270000,2013,150000
Tata,Aria,575000,2012,131000
Tata,Nano,90000,2012,37000
Tata,Nano,185000,2014,15900
Tata,Indica Ev2,165000,2010,100000
Tata,Indica V2,155000,2011,240000
Tata,Sumo Gold,200000,2011,158000
Tata,Nano,200000,2014,33100
Tata,Nano,85000,2012,98600
Tata,Indica Ev2,180000,2012,145000
Tata,Zest,650000,2014,1100
Tata,Indigo Ecs,210000,2011,154586
Tata,Indigo Ecs,470000,2015,81000
Tata,Indigo Ecs,245000,2012,215
Tata,Indica V2,200000,2012,120000
Tata,Indica V2,320000,2014,96000
Tata,Nano,145000,2013,18000
Tata,Safari,505000,2011,58000
Tata,Indica Ev2,230000,2012,95000
Tata,Indica V2,385000,2015,80000
Tata,Indica Ev2,172000,2012,117000
Tata,Indica Ev2,190000,2012,170000
Tata,Xenon Xt,580000,2014,39000
Tata,Indica V2,345684,2014,87000
Tata,Zest,590000,2014,20000
Tata,Xenon Xt,700000,2015,19000
Tata,Indica V2,425000,2015,50000
Tata,Indica V2,360000,2014,90000
